tweet_id,tweet,sentiment,hashtags,subjectivity,polarity,negative,positive,neutral,compound,pos
6628,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.23598176
 0.         0.         0.         0.83485056 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.49733003 0.         0.         0.         0.        ]"
971,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.37389272
 0.         0.         0.         0.82671791 0.         0.3282561
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.26265883 0.         0.         0.         0.        ]"
5503,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.0887108
 0.         0.         0.         0.94151674 0.         0.
 0.         0.         0.17641186 0.         0.         0.
 0.         0.         0.         0.         0.2730485  0.
 0.         0.         0.         0.         0.         0.        ]"
1744,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5714285714285714,0.35714285714285715,0.0,0.353,0.647,0.5994,"[0.         0.         0.         0.         0.         0.49637005
 0.         0.         0.         0.58534866 0.         0.29052272
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.33229299 0.         0.
 0.         0.46493186 0.         0.         0.         0.        ]"
5155,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5625,0.25,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.48493775
 0.         0.         0.         0.85780053 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17033386 0.         0.         0.         0.        ]"
2102,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.33333333333333337,0.36666666666666664,0.0,0.195,0.805,0.4404,"[0.         0.         0.         0.         0.         0.36565261
 0.         0.         0.         0.75459825 0.         0.21401451
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.47090549
 0.         0.17124678 0.         0.         0.         0.        ]"
3551,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.3333333333333333,0.25,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.34231978
 0.         0.         0.         0.90828799 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.24047891 0.         0.         0.         0.        ]"
3354,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.65,0.35,0.212,0.5,0.288,0.4588,"[0.         0.         0.         0.         0.         0.74622278
 0.         0.         0.         0.43999482 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.49955592 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6993,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.4,0.1,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.34323291
 0.         0.         0.         0.91071082 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.22977593 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
5443,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.138,0.0,0.862,-0.2682,"[0.         0.         0.         0.         0.24529939 0.2088595
 0.         0.         0.         0.92362262 0.         0.
 0.         0.         0.20767085 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7181,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5499999999999999,0.4000000000000001,0.099,0.262,0.638,0.765,"[0.         0.         0.         0.         0.         0.35675449
 0.         0.         0.         0.8834822  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.28659348 0.         0.
 0.         0.10024771 0.         0.         0.         0.        ]"
4572,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.97520342 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.22131041 0.         0.         0.         0.        ]"
7761,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.375,0.575,0.0,0.322,0.678,0.5859,"[0.         0.         0.         0.         0.         0.1555983
 0.         0.         0.         0.96332584 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.21861494 0.         0.         0.         0.        ]"
5275,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.25,0.25,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.53247463
 0.         0.         0.         0.58867997 0.         0.2337409
 0.         0.         0.52944425 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.18703114 0.         0.         0.         0.        ]"
2674,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.3,1.0,0.0,0.347,0.653,0.7845,"[0.         0.         0.         0.         0.23889585 0.30511083
 0.         0.41034039 0.         0.71960915 0.         0.
 0.         0.         0.4044992  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
841,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.38741514 0.
 0.         0.         0.         0.87523753 0.         0.28960106
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6539,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5625,-0.4,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.29053643
 0.         0.         0.         0.89937116 0.         0.25507411
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.20410121 0.         0.         0.         0.        ]"
4910,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.75,0.8,0.0,0.369,0.631,0.6249,"[0.         0.         0.         0.         0.         0.56139993
 0.         0.         0.         0.82754463 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7609,[0. 0. 0. ... 0. 0. 0.],1,[0.         0.         0.         ... 0.99412889 0.         0.        ],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.10305932
 0.         0.         0.         0.91150191 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.39817463
 0.         0.         0.         0.         0.         0.        ]"
2382,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3333333333333333,0.25,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.19093366
 0.         0.         0.         0.92878566 0.         0.16762866
 0.         0.         0.18984703 0.         0.         0.
 0.         0.         0.         0.19172969 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8684,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.41207756
 0.         0.         0.         0.91114877 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7084,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.4356354  0.37092058
 0.         0.         0.         0.82014616 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
5818,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17784631
 0.         0.         0.         0.86512303 0.         0.31227747
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17858778 0.27370214 0.
 0.         0.12493665 0.         0.         0.         0.        ]"
827,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2606060606060606,0.08484848484848484,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.47955706
 0.         0.         0.         0.84828269 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.22459187 0.         0.         0.         0.        ]"
390,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.088,0.912,0.1139,"[0.         0.         0.39014577 0.         0.         0.1808283
 0.         0.         0.         0.87962873 0.         0.15875675
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.12703149 0.         0.         0.         0.        ]"
493,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.4242424242424242,0.04643939393939393,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.51491655
 0.         0.         0.         0.81974671 0.         0.
 0.         0.         0.20479444 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.14469111 0.         0.         0.         0.        ]"
3008,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5333333333333333,-0.06666666666666668,0.133,0.171,0.696,0.1531,"[0.         0.43709272 0.         0.         0.         0.50279689
 0.         0.         0.         0.66704351 0.         0.22071324
 0.         0.         0.2499677  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8878,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.2857142857142857,-0.17857142857142858,0.0,0.181,0.819,0.4767,"[0.         0.         0.         0.         0.         0.3418102
 0.         0.         0.         0.70539458 0.         0.40011934
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.35069299 0.
 0.         0.32016124 0.         0.         0.         0.        ]"
6972,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.8500000000000001,0.25,0.0,0.098,0.902,0.0772,"[0.         0.         0.         0.         0.         0.2479882
 0.         0.         0.         0.87732665 0.         0.21771924
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.34842235 0.         0.         0.         0.        ]"
6084,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.21428571428571427,-0.07142857142857142,0.0,0.0,1.0,0.0,"[0.         0.43825254 0.54384352 0.         0.         0.12603276
 0.         0.         0.         0.66881349 0.         0.22129889
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3319,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.1483021
 0.         0.         0.         0.5246596  0.         0.
 0.         0.         0.58983239 0.         0.         0.
 0.         0.         0.         0.59568158 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
606,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.5,0.0,0.114,0.886,0.2023,"[0.         0.         0.         0.         0.         0.39471608
 0.         0.         0.         0.52365639 0.         0.1732689
 0.         0.         0.3924697  0.         0.         0.
 0.         0.5722158  0.         0.19818085 0.         0.
 0.         0.1386436  0.         0.         0.         0.        ]"
4428,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5363636363636364,-0.04242424242424244,0.0,0.071,0.929,0.0772,"[0.         0.         0.38116425 0.         0.20748843 0.17666546
 0.         0.         0.         0.78125351 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.177402   0.         0.
 0.         0.37232132 0.         0.         0.         0.        ]"
4104,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.21898065 0.
 0.         0.         0.         0.90697749 0.         0.
 0.         0.         0.18538936 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.30833439 0.         0.         0.        ]"
4573,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.22727272727272727,0.06818181818181818,0.103,0.15,0.748,0.25,"[0.         0.         0.         0.         0.23737073 0.40421733
 0.         0.         0.         0.80439204 0.         0.17743967
 0.         0.         0.20095844 0.         0.         0.
 0.         0.         0.         0.20295128 0.         0.
 0.         0.1419809  0.         0.         0.         0.        ]"
4680,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.2329017
 0.         0.         0.         0.411977   0.         0.81789667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.32722588 0.         0.         0.         0.        ]"
5484,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.141,0.131,0.728,-0.0516,"[0.         0.         0.         0.         0.1835383  0.07813659
 0.         0.         0.         0.96750413 0.         0.
 0.         0.         0.15538381 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1039,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0625,0.0,0.097,0.0,0.903,-0.1027,"[0.         0.         0.         0.         0.         0.4759985
 0.         0.         0.         0.73673949 0.         0.41789904
 0.         0.         0.23664476 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8992,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5053030303030304,0.05804924242424242,0.0,0.188,0.812,0.4588,"[0.         0.         0.         0.         0.         0.47143056
 0.         0.         0.         0.83390783 0.         0.
 0.         0.         0.2343738  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16558948 0.         0.         0.         0.        ]"
7963,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6166666666666667,0.65,0.0,0.588,0.412,0.875,"[0.         0.         0.         0.         0.3559517  0.45461117
 0.         0.         0.         0.67013017 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.46642537 0.
 0.         0.         0.         0.         0.         0.        ]"
8805,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5272727272727272,0.3181818181818182,0.0,0.375,0.625,0.6369,"[0.         0.         0.         0.         0.         0.38076627
 0.         0.         0.         0.84191607 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.38235374 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4078,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.06666666666666667,-0.16666666666666666,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.16512453
 0.76598642 0.         0.         0.43813017 0.         0.28993949
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.3316259  0.         0.
 0.         0.         0.         0.         0.         0.        ]"
5964,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.12222222222222223,0.09999999999999999,0.0,0.471,0.529,0.7906,"[0.         0.         0.         0.         0.         0.3839928
 0.         0.         0.         0.90565364 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17983608 0.         0.         0.         0.        ]"
360,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.3,0.05,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.21928125 0.09335321
 0.         0.         0.         0.90822253 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.34399528 0.         0.         0.         0.         0.        ]"
8897,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.346,0.654,0.6486,"[0.         0.         0.         0.         0.         0.13177193
 0.         0.         0.         0.81581423 0.         0.46275242
 0.         0.         0.262044   0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.185139   0.         0.         0.         0.        ]"
4283,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.75,0.8,0.0,0.313,0.687,0.6249,"[0.         0.         0.         0.         0.33958095 0.28913528
 0.         0.         0.         0.89503384 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3012,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.7,0.7,0.0,0.252,0.748,0.5719,"[0.         0.         0.         0.         0.         0.43702481
 0.         0.         0.         0.77304792 0.         0.
 0.         0.         0.28969176 0.         0.         0.
 0.         0.         0.         0.29256455 0.         0.
 0.         0.20467266 0.         0.         0.         0.        ]"
7714,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],1.0,0.8,0.0,0.508,0.492,0.4767,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.61824647 0.         0.61370141
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.49106199 0.         0.         0.         0.        ]"
6581,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,-0.16666666666666666,0.157,0.0,0.843,-0.2023,"[0.         0.         0.         0.         0.         0.37762607
 0.         0.         0.         0.83497275 0.         0.16576688
 0.         0.         0.18773848 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.31224137 0.         0.         0.        ]"
684,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],1.0,0.225,0.0,0.529,0.471,0.5423,"[0.         0.         0.         0.         0.         0.51648782
 0.         0.         0.         0.6852068  0.         0.
 0.         0.         0.51354842 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2734,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.55,0.5,0.065,0.377,0.558,0.7717,"[0.         0.         0.         0.         0.20166674 0.1717086
 0.         0.         0.         0.9111998  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17242448 0.26425631 0.
 0.         0.         0.         0.         0.         0.        ]"
2261,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.19495306
 0.         0.         0.         0.77591276 0.         0.
 0.         0.         0.         0.         0.         0.46657237
 0.         0.         0.         0.19576585 0.         0.
 0.         0.         0.32239517 0.         0.         0.        ]"
3941,[0. 0. 0. ... 0. 0. 0.],3,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.74619529 0.         0.
 0.         0.         0.41944353 0.         0.         0.
 0.         0.         0.         0.42360303 0.         0.
 0.         0.29634471 0.         0.         0.         0.        ]"
960,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],1.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.22056185
 0.         0.         0.         0.97537299 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2498,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.11454808
 0.         0.         0.         0.91180219 0.         0.
 0.         0.         0.22779234 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.32187911 0.         0.         0.         0.        ]"
1734,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17285362
 0.         0.         0.         0.7643967  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.24285859 0.57169836 0.         0.         0.        ]"
1369,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.174,0.826,0.2732,"[0.         0.         0.         0.         0.         0.42724888
 0.         0.         0.         0.88171462 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.20009428 0.         0.         0.         0.        ]"
6338,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.2,-0.2,0.153,0.171,0.676,0.1027,"[0.         0.         0.         0.         0.         0.08727207
 0.         0.         0.         0.84905981 0.         0.45971886
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.24523376 0.         0.         0.         0.        ]"
2133,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.209,0.0,0.791,-0.4404,"[0.         0.         0.         0.         0.5420763  0.11538735
 0.         0.         0.         0.81642915 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16211873 0.         0.         0.         0.        ]"
6033,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.079,0.192,0.728,0.4019,"[0.         0.         0.         0.         0.         0.10271876
 0.         0.         0.         0.90848986 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.37850618 0.14431941 0.         0.         0.         0.        ]"
5173,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.157,0.843,0.3818,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.92903356 0.         0.16767341
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19178086 0.         0.
 0.         0.26833257 0.         0.         0.         0.        ]"
5449,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.25076641 0.21351438
 0.         0.         0.         0.94420751 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
864,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5472222222222222,-0.09722222222222222,0.186,0.0,0.814,-0.296,"[0.         0.         0.         0.         0.         0.3736429
 0.         0.         0.         0.90878208 0.         0.
 0.         0.         0.18575823 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6553,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5053030303030304,0.05804924242424242,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.21431798 0.36496092
 0.         0.         0.         0.88766557 0.         0.
 0.         0.         0.18144194 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2505,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],1.0,0.8,0.0,0.291,0.709,0.5719,"[0.         0.         0.         0.         0.         0.46256159
 0.         0.         0.         0.68184967 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.30966005 0.4745824  0.
 0.         0.         0.         0.         0.         0.        ]"
7597,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.06666666666666667,0.03333333333333333,0.174,0.0,0.826,-0.2263,"[0.         0.         0.         0.         0.         0.3278344
 0.         0.         0.         0.86985347 0.         0.28781957
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.23030296 0.         0.         0.         0.        ]"
520,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.15,0.0,0.85,-0.3182,"[0.         0.         0.         0.         0.         0.48202985
 0.         0.         0.         0.74607468 0.         0.21159711
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.37091745 0.
 0.         0.16931246 0.         0.         0.         0.        ]"
426,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.42500000000000004,0.125,0.0,0.144,0.856,0.4019,"[0.         0.         0.44649266 0.         0.24305024 0.41388893
 0.         0.         0.         0.64060774 0.         0.18168522
 0.         0.         0.20576672 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.29075608 0.         0.         0.         0.        ]"
590,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.07142857142857142,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.76630716
 0.         0.         0.         0.54220459 0.         0.26910927
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.21533165 0.         0.         0.         0.        ]"
2681,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.2,0.8,0.3612,"[0.         0.         0.54927849 0.         0.29900216 0.25458457
 0.         0.         0.         0.56291447 0.         0.22351047
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.4210082  0.         0.         0.        ]"
4114,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.96669213 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25594203 0.         0.         0.         0.        ]"
4603,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.95,-0.65,0.167,0.156,0.677,-0.0516,"[0.         0.         0.         0.         0.         0.21173922
 0.         0.         0.         0.74908592 0.         0.37178949
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.40903234
 0.         0.2974927  0.         0.         0.         0.        ]"
4808,[0. 0. 0. ... 0. 0. 0.],1,[0.         0.         0.         ... 0.         0.76503166 0.        ],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.13731207
 0.         0.         0.         0.97155863 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19292286 0.         0.         0.         0.        ]"
8914,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.1,0.0,0.123,0.0,0.877,-0.1027,"[0.         0.         0.         0.         0.         0.24806486
 0.         0.         0.         0.87759788 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.41022651 0.         0.         0.        ]"
